City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
1439,Chimoio,MZ,66.2,broken clouds,-19.12,33.48,Predio Livraria Ahmed
1440,Marsa Matruh,EG,73.4,clear sky,31.35,27.25,Beau Site
1442,Ranong,TH,75.2,broken clouds,9.97,98.63,Tinidee Hotel@Ranong
1443,Yambio,SS,67.35,broken clouds,4.57,28.4,Kabash Inn
1444,Laurel,US,68.0,clear sky,39.1,-76.85,Days Inn & Suites by Wyndham Laurel Near Fort Meade
1445,Kollam,IN,78.8,mist,8.88,76.6,The Raviz Ashtamudi
1447,Lubango,AO,58.3,clear sky,-14.92,13.49,Hotel Serra da Chela
1452,Columbia,US,75.2,clear sky,34.0,-81.03,Courtyard by Marriott Columbia Downtown at USC
1456,Mandali,IQ,73.4,clear sky,33.75,45.55,بيت خالد امين
1457,Winsum,NL,57.0,broken clouds,53.33,6.52,Tuinhuis
1459,Agadir,MA,66.2,moderate rain,30.42,-9.6,Iberostar Founty Beach
1462,Phibun Mangsahan,TH,78.01,clear sky,15.24,105.23,ซันนี่ รีสอร์ท
1463,Suez,EG,70.95,clear sky,29.97,32.53,Green House
1465,Sao Miguel Do Araguaia,BR,74.12,light rain,-13.28,-50.16,Hotel Executivo Palace
1466,Paramonga,PE,62.58,broken clouds,-10.67,-77.83,"Av Douglas Stephen, Los Chalets Paramonga, Lima, Perú"
1467,Tarboro,US,68.0,clear sky,35.9,-77.54,SureStay Plus Hotel Tarboro by Best Western
1470,Sibu,MY,77.0,scattered clouds,2.3,111.82,RH HOTEL (4 Star)
1471,Antsohihy,MG,74.68,overcast clouds,-14.88,47.99,Hotel de Ville
1472,Kang,BW,72.12,clear sky,-23.68,22.79,Kang Ultra Stop
1473,Manzil Kamil,TN,66.0,clear sky,35.62,10.67,Boukarra Ali
1476,Seymour,US,60.01,broken clouds,38.96,-85.89,Fairfield Inn & Suites by Marriott Seymour
1478,Goma,CD,63.86,overcast clouds,-1.68,29.22,"Goma, CENTRE D'ACCUEIL CARITAS"
1479,Shajapur,IN,74.62,overcast clouds,23.43,76.27,Raliway station
1480,Tahta,EG,75.2,clear sky,26.77,31.5,Møhãmęd Tãręk 🏠
1482,Statesboro,US,71.6,broken clouds,32.45,-81.78,Holiday Inn Statesboro-University Area
1483,Idenao,CM,76.14,overcast clouds,4.25,9.0,Moland Beach Resort
1485,Nacala,MZ,71.62,clear sky,-14.54,40.67,Nacala Plaza Business Design Hotel
1486,Kamalpur,IN,77.0,mist,24.2,91.83,Sagar Guest House. সাগর গেস্ট হাউস
1487,Irituia,BR,76.89,broken clouds,-1.77,-47.44,Hotel Victória
1489,Gurupa,BR,76.6,scattered clouds,-1.41,-51.64,Residencial DWD
1493,Tolaga Bay,NZ,64.27,few clouds,-38.37,178.3,Tolaga Bay Motel
1494,Seddon,AU,66.0,few clouds,-37.81,144.89,AKOM AT DOCKLANDS
1495,Ishigaki,JP,78.8,broken clouds,24.34,124.16,Hotel Peace Land Ishigakijima
1496,Pirapozinho,BR,72.91,scattered clouds,-22.28,-51.5,Cris Martis
1497,Nuevo Casas Grandes,MX,72.0,clear sky,30.42,-107.92,Hotel Villa Colonial
1499,Dong Hoi,VN,72.3,overcast clouds,17.48,106.6,Nam Long Hotel
1501,Maun,BW,77.0,clear sky,-19.98,23.42,Enviro Villa
1502,Tierranueva,MX,61.99,clear sky,21.68,-100.57,Hotel La Gaviota
1504,Leopold,AU,62.01,overcast clouds,-38.18,144.47,Avila Vista
1506,Paola,IT,50.0,broken clouds,39.36,16.04,Blumentag
1507,Niort,FR,59.0,light rain,46.33,-0.33,Hôtel Première Classe Niort La Crèche
1513,Tepalcatepec,MX,79.81,light rain,19.18,-102.85,Hotel Campestre
1514,Ozark,US,72.0,clear sky,37.02,-93.21,Americas Best Value Inn Ozark Springfield
1515,Angul,IN,74.32,scattered clouds,20.85,85.1,Bluebay 08 satkosia Tarava
1516,Freeport,US,64.99,mist,40.66,-73.58,The Freeport Inn and Marina
1520,Longyan,CN,72.0,overcast clouds,25.11,117.02,Jinjiang Inn Longyan Zhongshan Road Pedestrian Street
1523,Lenger,KZ,50.0,broken clouds,42.18,69.88,Gostevoy Dom 1
1526,Posse,BR,73.18,overcast clouds,-14.09,-46.37,Pousada das Palmeiras
1530,Greenwood,US,64.99,clear sky,34.17,-82.12,Quality Inn Greenwood Hwy 25
1531,Clarence Town,AU,79.0,broken clouds,-32.58,151.78,River Downs Cottage
1532,Bako,ET,62.35,scattered clouds,5.78,36.57,Arkisha Sefer
1533,Sarankhola,BD,75.33,moderate rain,22.31,89.79,ইসা ষ্টোর
1535,Forest Grove,US,52.0,clear sky,45.52,-123.11,McMenamins Grand Lodge
1536,Calama,CL,64.4,broken clouds,-22.47,-68.93,Park Hotel Calama
1537,Coleraine,GB,50.0,light rain,55.13,-6.67,The Lodge Hotel
1538,Palmer,US,68.0,broken clouds,42.16,-72.33,Wedgewood Motel
1539,Chingola,ZM,70.84,overcast clouds,-12.53,27.88,Protea Hotel by Marriott Chingola
1542,Sundumbili,ZA,62.6,broken clouds,-29.13,31.4,The Plover Bed and Breakfast
1547,Trebisacce,IT,50.0,broken clouds,39.87,16.53,Hotel Ristorante Stellato
1548,Ucluelet,CA,53.6,few clouds,48.93,-125.55,Black Rock Oceanfront Resort
1550,Farafangana,MG,70.36,broken clouds,-22.82,47.83,Austral Hotel
1551,Wonthaggi,AU,64.99,overcast clouds,-38.6,145.59,Wonthaggi Caravans & Trailers
1552,Bertoua,CM,67.19,light rain,4.58,13.68,PHENIX HOTEL
1554,Aleksandrovsk-Sakhalinskiy,RU,54.45,light rain,50.9,142.16,"The hotel ""Three Brothers"""
1555,La Union,PE,68.56,clear sky,-5.4,-80.75,Los Portales
1557,Malanje,AO,65.07,overcast clouds,-9.54,16.34,Malanje Hotel
1559,Omboue,GA,76.39,moderate rain,-1.57,9.26,Hotel Olako
1560,Indaparapeo,MX,69.8,scattered clouds,19.78,-100.97,Hotel Familiar
1561,Maceio,BR,75.2,scattered clouds,-9.67,-35.74,Mercure Maceio Pajucara Hotel
1562,Clearlake,US,77.0,few clouds,38.96,-122.63,Americas Best Value Inn & Suites Clearlake Wine Country
1563,Guane,CU,76.98,light rain,22.2,-84.09,base de Campismo LosPortales de Guane
1565,Rio Verde De Mato Grosso,BR,79.0,clear sky,-18.92,-54.84,Hotel Valência
1566,Northallerton,GB,53.6,overcast clouds,54.34,-1.43,The Golden Lion Hotel
1568,Caernarfon,GB,51.8,broken clouds,53.14,-4.27,Taldrwst Farmhouse
1570,Barra,BR,79.03,clear sky,-11.09,-43.14,Pousada Bahia
1573,Itapolis,BR,73.53,broken clouds,-21.6,-48.81,Hotel dos Viajantes
1575,Ushtobe,KZ,52.05,broken clouds,45.25,77.98,"Gostinitsa ""Diyar"""
1576,Taltal,CL,57.96,clear sky,-25.4,-70.48,Residencial Karime
1577,Lafiagi,NG,77.36,broken clouds,8.87,5.42,EMI SONMASUN BINDOFUL LAFIAGI
1579,Kodinar,IN,79.84,clear sky,20.79,70.7,"Hotel Krishna Park, Kodinar"
1580,Matale,LK,72.57,scattered clouds,7.47,80.62,Anil's Inn
1581,Knoxville,US,69.8,clear sky,35.96,-83.92,Hilton Knoxville
1582,Jaen,ES,56.82,overcast clouds,38.0,-3.5,Hotel TRH Baeza
1583,Merke,KZ,51.53,overcast clouds,42.87,73.18,Gostinitsa
1584,Kirkwood,US,57.0,mist,38.58,-90.41,Holiday Inn St Louis SW - Route 66
1585,Vredendal,ZA,62.82,clear sky,-31.67,18.5,Tharrakamma Guest House
1586,Bandundu,CD,72.59,overcast clouds,-3.32,17.37,Coja Color
1588,Marsciano,IT,50.0,clear sky,42.91,12.34,Antico Casolare
1589,Talcahuano,CL,55.4,clear sky,-36.72,-73.12,Hotel Terramar
1590,Jieshi,CN,73.99,clear sky,22.81,115.83,Yuehai Hotel
1592,Santa Lucia,ES,66.99,broken clouds,27.91,-15.54,Hotel Viverde Las Tirajanas
1593,Khargone,IN,76.14,clear sky,21.82,75.6,Vallabha Hotel
1595,Batangafo,CF,70.9,overcast clouds,7.3,18.28,OCHA Office
1598,Preobrazheniye,RU,59.79,clear sky,42.9,133.91,Campsite Orlan
1599,Malanville,BJ,79.21,clear sky,11.87,3.39,DEVO HOTEL
1600,Cimarron Hills,US,60.8,scattered clouds,38.86,-104.7,Holiday Inn Express & Suites Colorado Springs-First & Main
1601,Penzance,GB,53.6,clear sky,50.12,-5.54,Artist Residence Penzance
1603,Natchez,US,75.2,clear sky,31.56,-91.4,Hampton Inn & Suites Natchez
1604,Kannod,IN,74.59,broken clouds,22.67,76.73,MANGAL CITY
1608,Rosarito,MX,69.8,scattered clouds,32.33,-117.03,Hotel Festival Plaza Rosarito
1609,Labrea,BR,74.48,moderate rain,-7.26,-64.8,Hotel Novo Horizonte
1611,Sant Julia De Loria,AD,53.01,light rain,42.46,1.48,Hotel Restaurant Folch
1614,Batan,CR,77.0,overcast clouds,10.08,-83.34,Hospedaje Las Cabañas
1615,Panaba,MX,77.07,broken clouds,21.28,-88.27,Hotel Amor
1618,Baghdad,IQ,68.0,clear sky,33.34,44.4,Baghdad Hotel
1620,Vilkaviskis,LT,50.56,light rain,54.65,23.03,"Širvintos viešbutis, UAB"
1621,Crestview,US,75.2,clear sky,30.76,-86.57,Holiday Inn Express & Suites Crestview South I-10
1622,Bhilwara,IN,76.32,clear sky,25.35,74.63,Hotel Radiance
1625,Rietberg,DE,63.0,few clouds,51.8,8.43,Lind Hotel
1629,Bundibugyo,UG,66.79,overcast clouds,0.74,30.04,R.A. Kaliisa Accomodations
1630,Colomi,BO,64.4,few clouds,-17.35,-65.87,Residencial EL TURISMO
1631,Kochubey,RU,50.81,overcast clouds,44.39,46.58,Gostinitsa Karavan
1632,Porto Novo,BJ,77.77,clear sky,6.5,2.6,Tour Eiffel Hotel Benin
1633,Ilebo,CD,70.97,overcast clouds,-4.32,20.58,Hôtel des palmes
1634,Mahanoro,MG,68.85,few clouds,-19.9,48.8,Hôtel Mon Désir
1637,Jiexiu,CN,52.09,clear sky,37.02,111.91,IU Hotel Jinzhong Yuhua Road
1638,Buin,CL,64.0,clear sky,-33.73,-70.75,Paihuen
1639,Svetlyy,RU,51.8,few clouds,54.67,20.13,"Gostinitsa-Kafe, Alena"
1640,Castelo Branco,PT,55.99,clear sky,39.82,-7.49,MELIÃ Castelo Branco
1641,Tamandare,BR,76.59,few clouds,-8.76,-35.1,Pousada 100 Passos
1644,Kitami,JP,60.01,broken clouds,43.8,143.89,Toyoko INN Kitami Ekimae
1646,Enkhuizen,NL,57.0,few clouds,52.7,5.28,Hotel De Koepoort
1648,Waddan,LY,60.93,clear sky,29.16,16.14,محل الشريف محمد العايب
1650,Sijunjung,ID,73.36,overcast clouds,-0.69,100.95,Hotel Bukik Gadang
1652,Melilla,ES,68.0,overcast clouds,35.29,-2.94,Hôtel Anfora
1654,Coos Bay,US,59.0,clear sky,43.37,-124.22,Best Western Holiday Hotel
1658,Vilhena,BR,73.42,clear sky,-12.74,-60.15,Hotel Mirage
1659,Paraibano,BR,78.48,clear sky,-6.43,-43.98,Pousada São Luis
1660,Feijo,BR,75.61,clear sky,-8.16,-70.35,Hotel e Restaurante Aҫai
1663,Balaguer,ES,62.01,overcast clouds,41.79,0.81,Hotel Balaguer
1666,Outjo,NM,58.05,scattered clouds,-20.12,16.15,Kai-Oms Backpackers Lodge
1668,Babol,IR,63.95,overcast clouds,36.55,52.68,Reza Hotel
1670,Kotri,PK,76.8,few clouds,25.37,68.31,Drivers Running Room
1676,New Castle,US,62.01,overcast clouds,41.0,-80.35,Hampton Inn & Suites New Castle
1677,Caete,BR,68.0,light rain,-19.88,-43.67,Hotel Vovó Duda
1678,Omuta,JP,66.99,moderate rain,33.03,130.45,Hotel New Gaea Omuta Garden
1681,Zaros,GR,64.0,scattered clouds,35.13,24.9,Eleonas Country Village
1686,Orange,US,70.0,scattered clouds,33.7,-117.77,La Quinta Inn & Suites by Wyndham Irvine Spectrum
1689,Yuza,JP,62.6,broken clouds,39.0,139.92,鶴屋旅館
1690,Drawsko Pomorskie,PL,55.4,clear sky,53.53,15.81,Abrava. Hotel
1692,Gobabis,NM,71.74,clear sky,-22.45,18.97,Goba Lodge
1693,Tulsipur,NP,65.26,clear sky,28.13,82.3,Ekanta Hotel Pvt. Ltd
1694,Tukums,LV,50.0,light rain,56.97,23.16,Tukuma Ledus Halle
1695,Rawah,IQ,71.28,clear sky,34.48,41.91,المملكة الراوية الهاشمية
1697,Ibra,OM,63.27,clear sky,22.69,58.53,مزرعة راحة النفوس المنزفة
1698,Shaki,AZ,55.4,overcast clouds,41.08,47.17,Hotel Sheki Azpetrol
1699,Artigas,UY,66.38,clear sky,-30.4,-56.47,Hotel Casino San Eugenio del Cuareim
1700,Rio Gallegos,AR,51.8,overcast clouds,-51.62,-69.22,Hotel Santa Cruz
1702,Ngunguru,NZ,63.57,overcast clouds,-35.62,174.5,Pacific Rendezvous Motel Resort
1703,Itauna,BR,66.38,moderate rain,-20.08,-44.58,Pousada Vovó Eva
1706,Canyon Lake,US,79.0,clear sky,29.88,-98.26,The Lodge At Turkey Cove
1707,Iberia,US,78.8,clear sky,29.95,-91.75,back to back rv park
1709,Gaya,IN,75.2,mist,24.78,85.0,Hotel Viraat Inn
1711,Okahandja,NM,69.8,overcast clouds,-21.98,16.92,Sylvanette Guesthouse
1713,Ribeira Brava,PT,62.6,light intensity shower rain,32.65,-17.07,Hotel do Campo
1715,Gramsh,AL,55.31,clear sky,40.87,20.18,Hotel Tomorri
1717,Methoni,GR,63.0,scattered clouds,36.82,21.7,Methoni Beach Hotel
1718,Port Angeles,US,51.8,broken clouds,48.12,-123.43,Red Lion Hotel Port Angeles Harbor
1725,Norwalk,US,70.0,clear sky,33.9,-118.08,DoubleTree by Hilton Hotel Los Angeles - Norwalk
1727,Colares,PT,59.0,light rain,38.8,-9.45,Arribas Sintra Hotel
1728,Moroto,UG,69.1,scattered clouds,2.53,34.67,"Kara-Tunga, Karamoja Safari Camp"
1729,Elbeuf,FR,54.0,clear sky,49.29,1.0,Hôtel Restaurant Campanile Rouen Cléon Elbeuf
1730,Pitimbu,BR,77.0,broken clouds,-7.47,-34.81,Reserva do Abiaí
1731,Teguise,ES,69.8,few clouds,29.06,-13.56,B&B La Casona de Nazaret
1733,Yamoussoukro,CI,71.6,few clouds,6.82,-5.28,Residence Heaven
1734,Ikom,NG,73.6,scattered clouds,5.97,8.71,Reho Farm & Resort
1736,Kapenguria,KE,57.0,scattered clouds,1.25,35.09,Samaritan Guest Hotel
1739,Simao,CN,60.98,broken clouds,22.79,100.97,Changyu Hotel
1740,Yangliuqing,CN,50.0,clear sky,39.14,117.0,Thank U Express Tianjin Kaiyuan Road
1741,Monchique,PT,57.0,light rain,37.32,-8.56,Estalagem Abrigo Da Montanha
1742,Hanover,DE,64.4,broken clouds,52.37,9.73,Central Hotel Kaiserhof
1743,Hillsborough,US,69.8,few clouds,37.57,-122.38,Hyatt Regency San Francisco Airport
1744,Talwandi Bhai,IN,63.1,clear sky,30.85,74.93,Richmond Villa's
1745,Chintamani,IN,71.6,broken clouds,13.4,78.07,Lakshmi building
1747,Lom Sak,TH,73.4,broken clouds,16.78,101.24,บ้านวรฉัตร หล่มสัก
1750,San Diego,US,70.0,scattered clouds,32.72,-117.16,Hilton San Diego Bayfront
1752,Puerto Baquerizo Moreno,EC,68.63,overcast clouds,-0.9,-89.6,Hotel los Algarrobos
1753,Norfolk,US,68.0,broken clouds,42.17,-71.25,Residence Inn by Marriott Boston Norwood/Canton
1756,Nayudupeta,IN,78.8,broken clouds,13.9,79.9,Hotel Manju
1758,Balad,IQ,72.54,clear sky,34.02,44.15,رضاوي زنوبة
1760,Mbour,SN,78.8,overcast clouds,14.42,-16.96,Tama Lodge
1761,Kasulu,TZ,69.8,broken clouds,-4.58,30.1,Capital Lodge
1762,Kandiari,PK,72.05,clear sky,26.92,68.52,Birohi Tailors
1763,Dafeng,CN,68.52,clear sky,23.45,108.59,Shenglong Hotel
1768,Qeshm,IR,64.4,clear sky,26.96,56.27,Kimia IV Hotel
1770,Asilah,MA,68.0,scattered clouds,35.47,-6.03,Hotel Zelis
1771,Liberal,US,53.6,mist,37.04,-100.92,Hampton Inn & Suites Liberal
1773,Zaranj,AF,62.6,clear sky,30.97,61.88,غزنوی هوتل
1774,Thetford Mines,CA,55.0,light rain,46.09,-71.3,Auberge la Bonne Mine
1775,Na Wa,TH,68.0,overcast clouds,17.49,104.1,ร้านช่างเจมส์ สแตนเลส ประตู อื่นๆ คอกซิ่ง นาหว้านครพนม
1778,Kambove,CD,65.37,light rain,-10.88,26.6,Couvant des soeurs catholiques
1779,Oskemen,KZ,51.8,broken clouds,49.96,82.61,Dedeman Oskemen Tavros Hotel
1782,Tateyama,JP,66.0,light rain,34.98,139.87,Tateyama Seaside Hotel
1783,Puri,IN,77.0,moderate rain,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
1788,Santa Isabel Do Rio Negro,BR,74.7,moderate rain,-0.41,-65.02,Hotel GSA
1789,Nador,MA,68.0,overcast clouds,35.17,-2.93,Airport hotel
1790,Kalaleh,IR,59.0,overcast clouds,37.38,55.49,عطر و ادکلن پارسیس
1792,Njeru,UG,64.74,broken clouds,0.42,33.17,2 Friends Guesthouse and Restaurant
1793,Piltene,LV,53.6,overcast clouds,57.22,21.67,Kļaviņu rezidence
1797,Bastia,FR,64.0,scattered clouds,42.67,9.33,Hotel Santa Maria
1798,Moshi,TZ,64.4,few clouds,-3.35,37.33,Osy Grand Hotel
1802,Wundanyi,KE,57.02,overcast clouds,-3.4,38.36,Taita Rocks Hotel
1806,Sabratah,LY,68.59,clear sky,32.79,12.49,مقبرة المجاهديه
1811,Ajdabiya,LY,65.08,clear sky,30.76,20.23,الحاج سليمان الشترة
1813,Trat,TH,74.21,light rain,12.5,102.5,สวนหนิง-อัศ
1815,Nara,JP,72.0,broken clouds,34.69,135.8,Guesthouse Nara Komachi
1819,Batalha,BR,71.71,scattered clouds,-9.68,-37.12,Pousada Solar do Sertão
1821,Navalmoral De La Mata,ES,52.0,light rain,39.89,-5.54,Hotel Moya S A
1825,Dubai,AE,77.0,clear sky,25.26,55.3,"Radisson Blu Hotel, Dubai Deira Creek"
1827,Gazanjyk,TM,50.65,clear sky,39.24,55.52,Railway motel
1829,Rock Springs,US,55.4,clear sky,41.59,-109.2,Homewood Suites by Hilton Rock Springs
1830,Salto Del Guaira,PY,77.22,clear sky,-24.06,-54.31,7 Saltos Resort
1834,Arica,CL,64.4,overcast clouds,-18.48,-70.3,Hostal Jardin Del Sol
1835,Laranjeiras Do Sul,BR,70.3,broken clouds,-25.41,-52.42,Hotel Palmeiras
1836,Mizan Teferi,ET,60.75,clear sky,6.98,35.58,Hotel Salayish | ሆቴል ሳላይሽ
1837,Bayana,IN,75.56,scattered clouds,26.9,77.28,Raj Hotel
1839,Bardiyah,LY,66.4,clear sky,31.76,25.09,بورتو بردية
1840,Ko Samui,TH,78.8,moderate rain,9.54,99.94,"The Passage Samui Villas & Resort, Thailand"
1841,Pasni,PK,76.03,clear sky,25.26,63.47,3G hotel pasni
1845,Mount Pleasant,US,73.99,clear sky,32.79,-79.86,Best Western Patriots Point
1846,Grand-Santi,GF,74.12,overcast clouds,4.25,-54.38,Hotel La Villa Couacou
1851,Griffith,US,51.01,broken clouds,41.53,-87.42,"Motel 6 Hammond, IN - Chicago Area"
1852,Xinye,CN,63.36,clear sky,32.52,112.35,Lijing International Hotel
1853,Garautha,IN,72.88,clear sky,25.57,79.3,RAWAT TRADERS GARAUTHA
1854,Miguel Hidalgo,MX,73.4,broken clouds,19.42,-99.2,JW Marriott Hotel Mexico City
1855,Bahia De Caraquez,EC,73.4,scattered clouds,-0.6,-80.42,La Piedra Hotel
1856,Canavieiras,BR,73.4,broken clouds,-15.68,-38.95,Bahiadomizil
1857,Devonport,AU,62.01,overcast clouds,-41.17,146.35,Gateway Hotel by Nightcap Plus
1859,Manavalakurichi,IN,78.8,mist,8.13,77.3,Udaya Boys Hostel
1861,Barrhead,GB,50.0,light intensity drizzle,55.8,-4.39,Abbey Inn
1863,Luang Prabang,LA,66.2,scattered clouds,19.89,102.13,Villa Oasis
1865,Dalhousie,IN,50.14,clear sky,32.53,75.98,Hotel Mount View
1872,Ararangua,BR,67.6,light rain,-28.93,-49.49,Hotel Mazzuco
1873,Mapiripan,CO,75.52,light rain,2.89,-72.13,Monserrate
1879,Hanzhong,CN,58.51,clear sky,33.07,107.03,Guorui Hotel
1880,Sundargarh,IN,73.4,mist,22.12,84.03,Sankara City
1882,Varhaug,NO,53.01,light rain,58.61,5.65,Dancenter Gurihuset
1883,Loreto,MX,67.15,clear sky,22.27,-101.97,José de Jesús Velásquez mora
1885,Tafalla,ES,59.0,overcast clouds,42.53,-1.67,Hostal Arotza
1887,El Retorno,CO,74.59,heavy intensity rain,2.33,-72.63,"Hotel Casero, Buena Opcion, Tranquilo Y Seguro, No Restaurante."
1888,Santa Maria,BR,67.69,broken clouds,-29.68,-53.81,Hotel Morotin
1889,Ponnani,IN,73.4,mist,10.77,75.93,Rouba Residency
1890,Maler Kotla,IN,66.27,clear sky,30.52,75.88,Milan editing point
1891,Pontes E Lacerda,BR,77.54,clear sky,-15.23,-59.34,Hotel Bressan
1892,Coupar Angus,GB,50.0,heavy intensity rain,56.55,-3.27,Easter Bendochy House
1894,Petatlan,MX,79.09,light rain,17.52,-101.27,Hotel California Petatlán
